category,task_id,model,condition,energy_j,co2_ug
realistic_applications_utilities,RA-002,claude,FULL_MULTI_TURN,0.4732,63.093333
realistic_applications_utilities,RA-002,claude,ONE_SHOT,0.4151,55.346667
realistic_applications_utilities,RA-002,deepseek,BUG_FIX,0.938,125.066667
realistic_applications_utilities,RA-002,deepseek,EDGE_CASE,0.6637,88.493333
realistic_applications_utilities,RA-002,deepseek,FEATURE_ADDITION,1.0684,142.453333
realistic_applications_utilities,RA-002,deepseek,FULL_MULTI_TURN,1.0713,142.84
realistic_applications_utilities,RA-002,gemini,BUG_FIX,10.3257,1376.76
realistic_applications_utilities,RA-002,gemini,EDGE_CASE,0.8814,117.52
realistic_applications_utilities,RA-002,gemini,FULL_MULTI_TURN,0.8142,108.56
realistic_applications_utilities,RA-002,gemini,ONE_SHOT,7.4976,999.68
realistic_applications_utilities,RA-002,gpt,BUG_FIX,0.204,27.2
realistic_applications_utilities,RA-002,gpt,EDGE_CASE,0.2181,29.08
realistic_applications_utilities,RA-002,gpt,FEATURE_ADDITION,0.228,30.4
realistic_applications_utilities,RA-002,gpt,FULL_MULTI_TURN,0.2182,29.093333
realistic_applications_utilities,RA-002,gpt,ONE_SHOT,0.2534,33.786667
realistic_applications_utilities,RA-003,claude,BUG_FIX,0.4261,56.813333
realistic_applications_utilities,RA-003,claude,EDGE_CASE,0.9018,120.24
realistic_applications_utilities,RA-003,claude,FEATURE_ADDITION,0.4855,64.733333
realistic_applications_utilities,RA-003,claude,ONE_SHOT,0.4161,55.48
realistic_applications_utilities,RA-003,deepseek,ONE_SHOT,0.8981,119.746667
realistic_applications_utilities,RA-003,gemini,ONE_SHOT,0.6157,82.093333
realistic_applications_utilities,RA-003,gpt,BUG_FIX,0.229,30.533333
realistic_applications_utilities,RA-003,gpt,EDGE_CASE,0.3571,47.613333
realistic_applications_utilities,RA-003,gpt,FEATURE_ADDITION,0.2185,29.133333
realistic_applications_utilities,RA-003,gpt,FULL_MULTI_TURN,0.2079,27.72
realistic_applications_utilities,RA-003,gpt,ONE_SHOT,0.4817,64.226667
realistic_applications_utilities,RA-004,claude,ONE_SHOT,0.7751,103.346667
realistic_applications_utilities,RA-004,deepseek,ONE_SHOT,0.8007,106.76
realistic_applications_utilities,RA-004,gemini,ONE_SHOT,0.6212,82.826667
realistic_applications_utilities,RA-004,gpt,ONE_SHOT,0.4806,64.08
realistic_applications_utilities,RA-005,claude,ONE_SHOT,0.6453,86.04
realistic_applications_utilities,RA-005,deepseek,ONE_SHOT,0.7647,101.96
realistic_applications_utilities,RA-005,gemini,ONE_SHOT,0.5447,72.626667
realistic_applications_utilities,RA-005,gpt,ONE_SHOT,0.421,56.133333
realistic_applications_utilities,RA-006,claude,ONE_SHOT,0.7482,99.76
realistic_applications_utilities,RA-006,deepseek,ONE_SHOT,0.952,126.933333
realistic_applications_utilities,RA-006,gemini,ONE_SHOT,0.45,60.0
realistic_applications_utilities,RA-006,gpt,ONE_SHOT,0.5407,72.093333
realistic_applications_utilities,RA-007,claude,ONE_SHOT,0.7407,98.76
realistic_applications_utilities,RA-007,deepseek,ONE_SHOT,0.8183,109.106667
realistic_applications_utilities,RA-007,gemini,ONE_SHOT,0.5883,78.44
realistic_applications_utilities,RA-007,gpt,ONE_SHOT,0.4588,61.173333
realistic_applications_utilities,RA-008,gpt,ONE_SHOT,0.5312,70.826667
search_retrieval,SR-001,gpt,BUG_FIX,0.5306,70.746667
search_retrieval,SR-001,gpt,ONE_SHOT,0.3829,51.053333
text_log_processing,TL-001,gpt,BUG_FIX,1.2567,167.56
text_log_processing,TL-001,gpt,EDGE_CASE,1.2914,172.186667
text_log_processing,TL-001,gpt,FEATURE_ADDITION,0.2823,37.64
text_log_processing,TL-001,gpt,ONE_SHOT,1.4868,198.24
